	X_Minimum	X_Maximum	Y_Minimum	Y_Maximum	Pixels_Areas	X_Perimeter	Y_Perimeter	Sum_of_Luminosity	Minimum_of_Luminosity	Maximum_of_Luminosity	Length_of_Conveyer	TypeOfSteel_A300	TypeOfSteel_A400	Steel_Plate_Thickness	Edges_Index	Empty_Index	Square_Index	Outside_X_Index	Edges_X_Index	Edges_Y_Index	Outside_Global_Index	LogOfAreas	Log_X_Index	Log_Y_Index	Orientation_Index	Luminosity_Index	SigmoidOfAreas	Class
1363	1591	1608	4345277	4345283	77	18	11	9329	112	134	1650	1	0	69	0.0509	0.2451	0.3529	0.0103	0.9444	0.5454	0.0	1.8865	1.2305	0.7782	-0.6471	-0.0535	0.2083	7
1365	1200	1220	971714	971922	1804	175	211	214243	101	135	1360	0	1	175	0.2059	0.5663	0.0962	0.0147	0.1143	0.9858	1.0	3.2562	1.301	2.3181	0.9039	-0.0722	1.0	2
1370	990	998	1973168	1973176	59	8	8	6543	93	122	1622	1	0	70	0.7694	0.0781	1.0	0.0049	1.0	1.0	0.5	1.7708	0.9031	0.9031	0.0	-0.1336	0.1696	6
1371	830	837	837868	837888	82	13	20	9671	106	128	1392	0	1	220	0.7974	0.4143	0.35	0.005	0.5385	1.0	1.0	1.9138	0.8451	1.301	0.65	-0.0786	0.2532	1
1373	817	843	66196	66362	1421	142	185	141034	47	126	1666	0	1	40	0.9808	0.6708	0.1566	0.0156	0.1831	0.8973	1.0	3.1526	1.415	2.2201	0.8434	-0.2246	1.0	1
1377	172	183	212157	212188	221	26	31	22508	66	125	1358	0	1	40	0.2533	0.3519	0.3548	0.0081	0.4231	1.0	1.0	2.3444	1.0414	1.4914	0.6452	-0.2043	0.5642	1
1378	41	198	430771	430836	6376	200	110	659058	54	127	1360	0	1	40	0.0603	0.3752	0.414	0.1154	0.785	0.5909	0.0	3.8045	2.1959	1.8129	-0.586	-0.1925	1.0	3
1381	174	194	334304	334316	114	38	21	13595	106	134	1354	1	0	70	0.257	0.525	0.6	0.0148	0.5263	0.5714	0.0	2.0569	1.301	1.0792	-0.4	-0.0683	0.3977	2
1383	62	75	424657	424662	35	13	6	4606	125	143	1362	0	1	180	0.091	0.4615	0.3846	0.0095	1.0	0.8333	0.0	1.5441	1.1139	0.699	-0.6154	0.0281	0.1706	7
1384	10	22	1269420	1269438	141	12	19	15646	105	124	1373	0	1	40	0.0146	0.3472	0.6667	0.0087	1.0	0.9474	1.0	2.1492	1.0792	1.2553	0.3333	-0.1331	0.3601	7
1385	1244	1251	81220	81232	42	12	15	7658	175	190	1353	0	1	200	0.1508	0.5	0.5833	0.0052	0.5833	0.8	1.0	1.6233	0.8451	1.0792	0.4167	0.4245	0.1892	7
1390	1116	1151	4387848	4387862	175	53	32	20658	104	134	1364	1	0	80	0.3123	0.6429	0.4	0.0257	0.6604	0.4375	0.0	2.243	1.5441	1.1461	-0.6	-0.0778	0.7776	6
1392	93	172	938265	938349	2108	317	184	263590	115	135	1358	0	1	40	0.137	0.6823	0.9405	0.0582	0.2492	0.4565	1.0	3.3239	1.8976	1.9243	0.0595	-0.0231	1.0	3
1393	605	736	2066548	2066684	1981	219	206	230693	104	127	1387	0	1	40	0.8724	0.8888	0.9632	0.0944	0.5982	0.6602	1.0	3.2969	2.1173	2.1335	0.0368	-0.0902	1.0	7
1394	853	861	10555505	10555515	66	8	10	7605	97	134	1360	0	1	40	0.7338	0.175	0.8	0.0059	1.0	1.0	1.0	1.8195	0.9031	1.0	0.2	-0.0998	0.1852	7
1395	749	768	337093	337112	262	21	19	29349	88	133	1360	0	1	40	0.8706	0.2742	1.0	0.014	0.9048	1.0	0.5	2.4183	1.2787	1.2787	0.0	-0.1248	0.5967	6
1396	365	396	3866538	3866570	638	44	36	56456	53	126	1364	1	0	80	0.5352	0.3568	0.9688	0.0227	0.7046	0.8889	1.0	2.8048	1.4914	1.5051	0.0313	-0.3087	0.99	7
1397	39	188	1597511	1597679	13612	579	357	1577022	30	141	1400	0	1	40	0.0557	0.4562	0.8869	0.1064	0.2573	0.4706	1.0	4.1339	2.1732	2.2253	0.1131	-0.0949	1.0	3
1400	317	335	732308	732327	146	36	29	18123	114	133	1372	0	1	40	0.4621	0.5731	0.9474	0.0131	0.5	0.6552	1.0	2.1644	1.2553	1.2787	0.0526	-0.0302	0.5659	7
1402	1325	1339	30207	30238	268	29	31	25809	79	124	1353	0	1	120	0.0207	0.3825	0.4516	0.0104	0.4828	1.0	1.0	2.4281	1.1461	1.4914	0.5484	-0.2476	0.7065	5
1403	225	235	719009	719024	116	17	15	11656	71	127	1634	0	1	125	0.2754	0.2267	0.6667	0.0061	0.5882	1.0	1.0	2.0645	1.0	1.1761	0.3333	-0.215	0.266	1
1404	1321	1339	513812	514011	2145	134	201	228995	16	133	1380	0	1	40	0.0594	0.4012	0.0904	0.013	0.1343	0.9901	1.0	3.3314	1.2553	2.2989	0.9096	-0.166	1.0	1
1405	99	129	2634035	2634039	75	30	7	9556	104	149	1376	0	1	40	0.1439	0.375	0.1333	0.0218	1.0	0.5714	0.0	1.8751	1.4771	0.6021	-0.8667	-0.0046	0.2288	7
1407	806	828	300303	300316	125	35	18	16258	118	140	1372	0	1	40	0.793	0.5629	0.5909	0.016	0.6286	0.7222	0.0	2.0969	1.3424	1.1139	-0.4091	0.0161	0.4729	7
1408	73	213	7818756	7818807	3876	185	102	419968	70	127	1358	0	1	40	0.1075	0.4571	0.3643	0.1031	0.7568	0.5	0.0	3.5884	2.1461	1.7076	-0.6357	-0.1535	1.0	3
1412	1589	1599	3826564	3826588	154	20	24	13678	69	108	1650	1	0	69	0.0618	0.3583	0.4167	0.0061	0.5	1.0	1.0	2.1875	1.0	1.3802	0.5833	-0.3061	0.3977	1
1414	922	941	2253261	2253265	52	19	7	5111	89	110	1360	1	0	80	0.6162	0.3158	0.2105	0.014	1.0	0.5714	0.0	1.716	1.2787	0.6021	-0.7895	-0.2321	0.1812	7
1416	1685	1692	297096	297166	349	33	70	24697	45	95	1698	0	1	90	0.0071	0.2878	0.1	0.0041	0.2121	1.0	1.0	2.5428	0.8451	1.8451	0.9	-0.4471	0.7776	1
1417	1644	1661	1554711	1554760	468	70	54	41524	80	101	1692	1	0	70	0.0366	0.4382	0.3469	0.01	0.2429	0.9074	1.0	2.6702	1.2305	1.6902	0.6531	-0.3068	0.9718	7
1418	1247	1273	120090	120110	301	38	46	51176	160	182	1353	0	1	200	0.1183	0.4211	0.7692	0.0192	0.6842	0.4348	0.0	2.4786	1.415	1.301	-0.2308	0.3283	0.8102	7
1420	213	223	625577	625588	87	16	11	9527	84	132	1692	1	0	60	0.2518	0.2091	0.9091	0.0059	0.625	1.0	1.0	1.9395	1.0	1.0414	0.0909	-0.1445	0.2173	6
1421	39	194	2204696	2204771	5519	319	173	582040	34	135	1402	0	1	40	0.0556	0.5253	0.4839	0.1106	0.4859	0.4335	0.0	3.7419	2.1903	1.8751	-0.5161	-0.1761	1.0	3
1422	1674	1684	1161637	1161649	59	14	12	4717	72	93	1692	1	0	70	0.0095	0.5083	0.8333	0.0059	0.7143	1.0	1.0	1.7708	1.0	1.0792	0.1667	-0.3754	0.2288	6
1426	41	216	713328	713531	18908	853	535	2264960	24	143	1402	0	1	40	0.0585	0.4678	0.8621	0.1248	0.2052	0.3794	1.0	4.2766	2.243	2.3075	0.1379	-0.0641	1.0	3
1427	39	68	1327718	1327750	539	94	63	68416	119	135	1402	0	1	40	0.0556	0.4192	0.9063	0.0207	0.3085	0.5079	1.0	2.7316	1.4624	1.5051	0.0938	-0.0083	0.9848	3
1429	41	192	1672082	1672228	11089	593	354	1270726	31	143	1402	0	1	40	0.0585	0.497	0.9669	0.1077	0.2546	0.4124	0.0	4.0449	2.179	2.1644	-0.0331	-0.1047	1.0	3
1434	1111	1130	2527319	2527390	747	62	72	76627	85	127	1280	1	0	100	0.2344	0.4463	0.2676	0.0148	0.3065	0.9861	1.0	2.8733	1.2787	1.8513	0.7324	-0.1986	0.9991	7
1435	15	29	1059907	1059929	166	17	22	18656	104	119	1373	0	1	40	0.0218	0.461	0.6364	0.0102	0.8235	1.0	1.0	2.2201	1.1461	1.3424	0.3636	-0.122	0.5096	7
1438	37	48	1508012	1508040	178	25	28	18774	92	116	1356	1	0	70	0.0546	0.4221	0.3929	0.0081	0.44	1.0	1.0	2.2504	1.0414	1.4472	0.6071	-0.176	0.5096	2
1443	345	360	7203465	7203481	163	21	16	18644	99	127	1360	0	1	40	0.5074	0.3208	0.9375	0.011	0.7143	1.0	1.0	2.2122	1.1761	1.2041	0.0625	-0.1064	0.3977	6
1445	575	581	1188740	1188745	17	8	5	2127	105	143	1358	0	1	50	0.8468	0.4333	0.8333	0.0044	0.75	1.0	0.0	1.2305	0.7782	0.699	-0.1667	-0.0225	0.14	4
1447	1358	1376	5492080	5492091	110	34	16	14087	113	140	1650	1	0	69	0.3321	0.4444	0.6111	0.0109	0.5294	0.6875	0.0	2.0414	1.2553	1.0414	-0.3889	0.0005	0.3329	6
1448	955	963	731417	731423	34	10	6	3553	91	119	1692	1	0	60	0.8617	0.2917	0.75	0.0047	0.8	1.0	0.0	1.5315	0.9031	0.7782	-0.25	-0.1836	0.1551	6
1450	1268	1285	571986	572004	196	23	18	18986	82	118	1368	1	0	80	0.1213	0.3595	0.9444	0.0124	0.7391	1.0	1.0	2.2923	1.2305	1.2553	0.0556	-0.2432	0.5063	6
1451	50	61	259240	259248	51	15	13	6335	117	134	1358	0	1	200	0.0736	0.4205	0.7273	0.0081	0.7333	0.6154	0.0	1.7076	1.0414	0.9031	-0.2727	-0.0296	0.1934	7
1452	1147	1162	41184	41201	194	16	17	19202	68	124	1373	0	1	40	0.3074	0.2392	0.8824	0.0109	0.9375	1.0	1.0	2.2878	1.1761	1.2305	0.1177	-0.2267	0.4219	3
1455	1515	1528	1206028	1206040	113	14	12	10683	75	110	1624	1	0	70	0.1182	0.2756	0.9231	0.008	0.9286	1.0	0.0	2.0531	1.1139	1.0792	-0.0769	-0.2614	0.2739	6
1457	1090	1129	2312033	2312039	111	45	19	12886	109	126	1358	0	1	40	0.3373	0.5256	0.1539	0.0287	0.8667	0.3158	0.0	2.0453	1.5911	0.7782	-0.8461	-0.0931	0.3882	7
1462	1175	1274	114719	114762	1666	186	121	182339	96	127	1356	0	1	40	0.1209	0.6086	0.4343	0.073	0.5323	0.3554	0.0	3.2217	1.9956	1.6335	-0.5657	-0.1449	1.0	7
1464	1579	1600	188073	188125	509	68	57	53843	49	124	1692	0	1	300	0.1088	0.5339	0.4038	0.0124	0.3088	0.9123	1.0	2.7067	1.3222	1.716	0.5961	-0.1736	0.9949	7
1465	1057	1069	114430	114444	114	21	14	12693	90	140	1362	0	1	185	0.4302	0.3214	0.8571	0.0088	0.5714	1.0	1.0	2.0569	1.0792	1.1461	0.1429	-0.1301	0.2901	7
1466	43	200	696884	696948	6059	206	129	626256	45	125	1358	0	1	40	0.0633	0.397	0.4076	0.1156	0.7621	0.4961	0.0	3.7824	2.1959	1.8062	-0.5924	-0.1925	1.0	3
1469	833	856	276547	276554	80	24	12	9778	103	143	1692	1	0	143	0.9846	0.5031	0.3043	0.0136	0.9583	0.5833	0.0	1.9031	1.3617	0.8451	-0.6956	-0.0451	0.2806	7
1470	6	14	393457	393488	196	11	31	22532	97	134	1687	0	1	200	0.0071	0.2097	0.2581	0.0047	0.7273	1.0	1.0	2.2923	0.9031	1.4914	0.7419	-0.1019	0.4106	7
1472	1173	1188	1072387	1072413	258	20	26	26729	77	122	1353	1	0	50	0.2439	0.3385	0.5769	0.0111	0.75	1.0	1.0	2.4116	1.1761	1.415	0.4231	-0.1906	0.6422	7
1473	1368	1378	929571	929600	205	14	34	21556	92	119	1387	0	1	40	0.013	0.2931	0.3448	0.0072	0.7143	0.8529	1.0	2.3117	1.0	1.4624	0.6552	-0.1785	0.4796	7
1475	1049	1059	764081	764092	70	12	11	7279	82	125	1687	1	0	100	0.7445	0.3636	0.9091	0.0059	0.8333	1.0	1.0	1.8451	1.0	1.0414	0.0909	-0.1876	0.2173	7
1476	205	214	2039121	2039135	84	14	14	9767	105	132	1356	0	1	40	0.3024	0.3333	0.6429	0.0066	0.6429	1.0	1.0	1.9243	0.9542	1.1461	0.3571	-0.0916	0.2359	6
1479	41	219	1221106	1221276	15601	865	517	1835252	23	143	1400	0	1	40	0.0586	0.4844	0.9551	0.1271	0.2058	0.3288	0.0	4.1932	2.2504	2.2304	-0.0449	-0.081	1.0	3
1483	1214	1222	737538	737568	147	28	31	16908	105	133	1362	0	1	175	0.2056	0.3875	0.2667	0.0059	0.2857	0.9677	1.0	2.1673	0.9031	1.4771	0.7333	-0.1014	0.3977	2
1484	91	178	815573	815711	3234	198	207	348957	75	141	1692	1	0	80	0.1076	0.7306	0.6304	0.0514	0.4394	0.6667	1.0	3.5097	1.9395	2.1399	0.3696	-0.157	1.0	6
1485	1379	1396	2128940	2128956	126	33	22	16498	116	148	1666	1	0	100	0.3241	0.5368	0.9412	0.0102	0.5152	0.7273	0.0	2.1004	1.2305	1.2041	-0.0588	0.0229	0.4498	7
1487	88	106	462995	463001	64	21	9	6613	94	119	1360	0	1	200	0.1294	0.4074	0.3333	0.0132	0.8571	0.6667	0.0	1.8062	1.2553	0.7782	-0.6667	-0.1928	0.215	7
1488	616	622	2224908	2224928	87	15	20	10196	109	127	1364	0	1	100	0.9032	0.275	0.3	0.0044	0.4	1.0	1.0	1.9395	0.7782	1.301	0.7	-0.0844	0.2288	5
1493	1087	1103	3814057	3814076	194	28	23	22254	101	132	1364	1	0	80	0.3827	0.3618	0.8421	0.0117	0.5714	0.8261	1.0	2.2878	1.2041	1.2787	0.1579	-0.1038	0.5029	6
1496	1235	1241	1681980	1681985	19	7	6	2420	120	140	1358	0	1	50	0.1723	0.3667	0.8333	0.0044	0.8571	0.8333	0.0	1.2787	0.7782	0.699	-0.1667	-0.0049	0.14	4
1497	607	611	210504	210509	18	4	5	2034	102	124	1694	1	0	100	0.7167	0.1	0.8	0.0024	1.0	1.0	1.0	1.2553	0.6021	0.699	0.2	-0.1172	0.1322	7
1501	214	226	238008	238020	113	12	12	11369	86	115	1687	1	0	80	0.2537	0.2153	1.0	0.0071	1.0	1.0	0.5	2.0531	1.0792	1.0792	0.0	-0.214	0.2583	7
1502	1533	1542	1031539	1031599	382	43	60	38206	77	118	1632	1	0	100	0.1103	0.2926	0.15	0.0055	0.2093	1.0	1.0	2.5821	0.9542	1.7781	0.85	-0.2186	0.8299	1
1503	980	992	333332	333435	970	57	103	97514	66	133	1362	0	1	175	0.5433	0.2152	0.1165	0.0088	0.2105	1.0	1.0	2.9868	1.0792	2.0128	0.8835	-0.2146	0.998	1
1507	1430	1466	5851552	5851560	134	47	13	17217	114	143	1650	1	0	69	0.223	0.5347	0.2222	0.0218	0.766	0.6154	0.0	2.1271	1.5563	0.9031	-0.7778	0.0038	0.4763	5
1510	35	75	2412964	2412966	65	40	3	8355	85	165	1688	1	0	70	0.0415	0.1875	0.05	0.0237	1.0	0.6667	0.0	1.8129	1.6021	0.301	-0.95	0.0042	0.1852	7
1512	782	804	798878	798912	576	34	34	61342	84	133	1362	0	1	40	0.8194	0.2299	0.6471	0.0161	0.6471	1.0	1.0	2.7604	1.3424	1.5315	0.3529	-0.168	0.9513	7
1515	1328	1338	2691161	2691189	214	10	28	19762	70	111	1387	0	1	50	0.0707	0.2357	0.3571	0.0072	1.0	1.0	1.0	2.3304	1.0	1.4472	0.6429	-0.2785	0.463	1
1516	847	852	1689271	1689336	250	16	65	28818	106	125	1353	0	1	70	0.7406	0.2308	0.0769	0.0037	0.3125	1.0	1.0	2.3979	0.699	1.8129	0.9231	-0.0994	0.5378	7
1517	42	180	388190	388236	4019	191	102	417578	41	125	1360	0	1	40	0.0618	0.3669	0.3333	0.1015	0.7225	0.451	0.0	3.6041	2.1399	1.6628	-0.6667	-0.1883	1.0	3
1520	111	120	68259	68288	121	27	32	19974	151	175	1353	0	1	100	0.1641	0.5364	0.3103	0.0066	0.3333	0.9063	1.0	2.0828	0.9542	1.4624	0.6897	0.2896	0.4317	7
1521	431	444	1587172	1587191	176	21	19	19565	86	135	1353	1	0	50	0.6371	0.2874	0.6842	0.0096	0.6191	1.0	1.0	2.2455	1.1139	1.2787	0.3158	-0.1315	0.4089	6
1523	1329	1334	1682919	1682947	89	16	28	10584	110	134	1356	0	1	40	0.0325	0.3643	0.1786	0.0037	0.3125	1.0	1.0	1.9494	0.699	1.4472	0.8214	-0.0709	0.2532	5
1527	106	118	813452	813500	442	13	48	50393	76	143	1687	0	1	150	0.1257	0.2326	0.25	0.0071	0.9231	1.0	1.0	2.6454	1.0792	1.6812	0.75	-0.1093	0.8612	1
1528	1202	1212	1298256	1298260	22	10	4	2926	127	140	1358	0	1	50	0.215	0.45	0.4	0.0074	1.0	1.0	0.0	1.3424	1.0	0.6021	-0.6	0.0391	0.1483	4
1529	823	830	176554	176567	74	12	13	6557	76	102	1652	1	0	100	0.9952	0.1868	0.5385	0.0042	0.5833	1.0	1.0	1.8692	0.8451	1.1139	0.4615	-0.3077	0.1965	7
1530	381	425	2601604	2601606	82	44	4	10361	58	188	1374	0	1	40	0.5546	0.0682	0.0454	0.032	1.0	0.5	0.0	1.9138	1.6435	0.301	-0.9546	-0.0129	0.1934	7
1531	147	172	2975077	2975090	170	28	14	20714	114	132	1356	0	1	40	0.2168	0.4769	0.52	0.0184	0.8929	0.9286	0.0	2.2304	1.3979	1.1139	-0.48	-0.0481	0.5378	3
1532	41	214	1413654	1413720	6357	257	129	658914	41	124	1358	0	1	40	0.0604	0.4433	0.3815	0.1274	0.6732	0.5116	0.0	3.8033	2.238	1.8195	-0.6185	-0.1902	1.0	3
1535	1260	1271	552783	552815	208	24	32	22478	84	126	1350	0	1	50	0.117	0.4091	0.3438	0.0082	0.4583	1.0	1.0	2.3181	1.0414	1.5051	0.6563	-0.1557	0.5822	1
1536	921	930	638468	638484	114	14	17	13173	94	140	1392	0	1	220	0.6638	0.2083	0.5625	0.0065	0.6429	0.9412	1.0	2.0569	0.9542	1.2041	0.4375	-0.0972	0.2583	1
1537	1135	1141	287964	287972	32	9	8	3772	105	133	1698	1	0	100	0.6561	0.3333	0.75	0.0035	0.6667	1.0	1.0	1.5051	0.7782	0.9031	0.25	-0.0791	0.1551	6
1539	1505	1522	880521	880535	155	19	14	14729	71	114	1654	1	0	80	0.1596	0.3487	0.8235	0.0103	0.8947	1.0	0.0	2.1903	1.2305	1.1461	-0.1765	-0.2576	0.3945	7
1540	539	561	247445	247463	145	61	35	19450	128	143	1387	0	1	40	0.7772	0.6338	0.8182	0.0159	0.3607	0.5143	0.0	2.1614	1.3424	1.2553	-0.1818	0.0479	0.6514	7
1541	365	374	1084192	1084238	265	39	46	26849	88	119	1372	0	1	40	0.5321	0.3599	0.1956	0.0066	0.2308	1.0	1.0	2.4232	0.9542	1.6628	0.8044	-0.2085	0.6781	7
1543	1172	1214	88783	88808	383	91	58	47204	114	140	1354	0	1	40	0.2068	0.6352	0.5952	0.031	0.4615	0.431	0.0	2.5832	1.6233	1.3979	-0.4048	-0.0371	0.9932	7
1545	1073	1078	372724	372744	73	15	20	8836	110	134	1356	0	1	175	0.41	0.27	0.25	0.0037	0.3333	1.0	1.0	1.8633	0.699	1.301	0.75	-0.0544	0.2061	7
1546	445	790	4569159	4569177	4307	361	123	361568	64	118	1360	1	0	100	0.6544	0.3064	0.0522	0.2537	0.9557	0.1463	0.0	3.6342	2.5378	1.2553	-0.9478	-0.3442	1.0	7
1548	109	181	1867972	1868026	1843	171	85	230162	115	135	1356	0	1	40	0.1608	0.526	0.75	0.0531	0.4211	0.6353	0.0	3.2655	1.8573	1.7324	-0.25	-0.0243	1.0	3
1550	265	297	492514	492654	2293	107	140	217759	82	116	1353	0	1	300	0.3917	0.4882	0.2286	0.0236	0.2991	1.0	1.0	3.3604	1.5051	2.1461	0.7714	-0.2581	1.0	7
1552	1159	1169	301412	301420	66	12	8	7164	87	135	1690	1	0	150	0.6166	0.175	0.8	0.0059	0.8333	1.0	0.0	1.8195	1.0	0.9031	-0.2	-0.152	0.1852	7
1555	27	56	908862	908986	2483	107	129	198389	44	101	1354	1	0	70	0.0399	0.3095	0.2339	0.0214	0.271	0.9612	1.0	3.395	1.4624	2.0934	0.7661	-0.3758	1.0	2
1560	741	756	614880	614919	392	19	39	40498	77	127	1360	1	0	150	0.8882	0.3299	0.3846	0.011	0.7895	1.0	1.0	2.5933	1.1761	1.5911	0.6154	-0.1929	0.8682	7
1561	1705	1713	389963	389978	102	9	15	8359	70	95	1715	0	1	50	0.0023	0.15	0.5333	0.0047	0.8889	1.0	1.0	2.0086	0.9031	1.1761	0.4667	-0.3598	0.2288	7
1562	775	783	1370789	1370812	111	16	23	13374	110	134	1358	0	1	40	0.8468	0.3967	0.3478	0.0059	0.5	1.0	1.0	2.0453	0.9031	1.3617	0.6522	-0.0587	0.3125	7
1563	1545	1557	19815	19841	234	20	26	23207	66	124	1627	0	1	40	0.086	0.25	0.4615	0.0074	0.6	1.0	1.0	2.3692	1.0792	1.415	0.5385	-0.2252	0.5162	1
1564	41	213	1637218	1637282	6206	257	128	641502	39	127	1356	0	1	40	0.0605	0.4362	0.3721	0.1268	0.6693	0.5	0.0	3.7928	2.2355	1.8062	-0.6279	-0.1924	1.0	3
1565	780	787	1044544	1044587	181	29	43	20264	99	125	1690	0	1	70	0.9231	0.3987	0.1628	0.0041	0.2414	1.0	1.0	2.2577	0.8451	1.6335	0.8372	-0.1253	0.4979	1
1568	1323	1333	68445	68506	330	48	61	33449	90	119	1353	0	1	120	0.0296	0.459	0.1639	0.0074	0.2083	1.0	1.0	2.5185	1.0	1.7853	0.8361	-0.2081	0.8861	5
1572	42	50	270900	270944	267	17	44	24220	76	108	1687	1	0	80	0.0498	0.2415	0.1818	0.0047	0.4706	1.0	1.0	2.4265	0.9031	1.6435	0.8182	-0.2913	0.5822	1
1574	1154	1165	23012	23019	42	12	10	8361	190	207	1353	0	1	200	0.2779	0.4545	0.6364	0.0081	0.9167	0.7	0.0	1.6233	1.0414	0.8451	-0.3636	0.5552	0.1822	7
1575	13	21	1488612	1488636	105	18	24	13943	120	150	1358	1	0	70	0.0192	0.4531	0.3333	0.0059	0.4444	1.0	1.0	2.0212	0.9031	1.3802	0.6667	0.0374	0.3241	1
1576	41	210	1445593	1445656	6294	262	153	656298	45	125	1358	0	1	40	0.0604	0.4089	0.3728	0.1244	0.645	0.4118	0.0	3.7989	2.2279	1.7993	-0.6272	-0.1854	1.0	3
1577	206	239	1785718	1785787	979	126	108	118187	106	141	1660	1	0	100	0.2482	0.5701	0.4783	0.0199	0.2619	0.6389	1.0	2.9908	1.5185	1.8389	0.5217	-0.0569	1.0	6
1578	408	416	945792	945807	81	11	15	9462	107	125	1360	0	1	130	0.6	0.325	0.5333	0.0059	0.7273	1.0	1.0	1.9085	0.9031	1.1761	0.4667	-0.0874	0.2288	7
1579	301	307	1095698	1095703	16	7	5	2001	119	134	1356	0	1	50	0.4439	0.4667	0.8333	0.0044	0.8571	1.0	0.0	1.2041	0.7782	0.699	-0.1667	-0.0229	0.14	4
1580	1321	1332	1554743	1554761	123	20	19	11278	79	108	1362	1	0	80	0.0441	0.3788	0.6111	0.0081	0.55	0.9474	1.0	2.0899	1.0414	1.2553	0.3889	-0.2837	0.3329	6
1583	105	125	843822	843837	155	37	23	19453	120	134	1362	0	1	40	0.1542	0.4833	0.75	0.0147	0.5405	0.6522	0.0	2.1903	1.301	1.1761	-0.25	-0.0195	0.4963	2
1588	1572	1610	337559	337645	1570	176	128	128770	29	111	1692	0	1	300	0.0969	0.5196	0.4419	0.0225	0.2159	0.6719	1.0	3.1959	1.5798	1.9345	0.5581	-0.3592	1.0	7
1589	41	456	674290	674482	16686	842	562	2013557	19	150	1402	0	1	40	0.0585	0.7906	0.4627	0.296	0.4929	0.3416	0.0	4.2224	2.6181	2.2833	-0.5373	-0.0572	1.0	3
1591	46	178	104115	104164	4115	179	108	427024	48	127	1360	0	1	40	0.0676	0.3638	0.3712	0.0971	0.7374	0.4537	0.0	3.6144	2.1206	1.6902	-0.6288	-0.1893	1.0	3
1592	74	90	779144	779308	1506	46	167	180215	53	143	1687	0	1	150	0.0877	0.4261	0.0976	0.0095	0.3478	0.982	1.0	3.1778	1.2041	2.2148	0.9024	-0.0651	1.0	1
1595	1259	1271	1918092	1918128	324	30	36	30269	65	124	1353	0	1	70	0.1212	0.25	0.3333	0.0089	0.4	1.0	1.0	2.5106	1.0792	1.5563	0.6667	-0.2701	0.7037	1
1597	979	989	891060	891079	107	18	19	12543	110	132	1372	0	1	40	0.5583	0.4368	0.5263	0.0073	0.5556	1.0	1.0	2.0294	1.0	1.2787	0.4737	-0.0842	0.3212	7
1598	333	346	5683008	5683014	51	14	7	6902	120	149	1650	1	0	69	0.4036	0.3462	0.4615	0.0079	0.9286	0.8571	0.0	1.7076	1.1139	0.7782	-0.5385	0.0573	0.1832	1
1599	155	187	673270	673281	129	50	25	16937	123	141	1354	0	1	50	0.2289	0.6335	0.3438	0.0236	0.64	0.44	0.0	2.1106	1.5051	1.0414	-0.6563	0.0257	0.5822	7
1603	689	696	1481144	1481148	16	7	4	1961	102	141	1360	0	1	50	0.9765	0.4286	0.5714	0.0052	1.0	1.0	0.0	1.2041	0.8451	0.6021	-0.4286	-0.0425	0.1384	4
1605	39	194	1821207	1821379	13203	608	375	1515722	35	141	1402	0	1	40	0.0556	0.5048	0.9012	0.1106	0.2549	0.4587	1.0	4.1207	2.1903	2.2355	0.0988	-0.1031	1.0	3
1607	626	635	2071945	2071956	76	14	11	8063	84	126	1362	1	0	120	0.9192	0.2323	0.8182	0.0066	0.6429	1.0	1.0	1.8808	0.9542	1.0414	0.1818	-0.1712	0.2051	1
1608	60	181	239041	239088	3324	157	85	343029	42	125	1360	0	1	40	0.0882	0.4155	0.3884	0.089	0.7707	0.5529	0.0	3.5217	2.0828	1.6721	-0.6116	-0.1938	1.0	3
1610	1219	1231	701105	701126	183	19	21	19652	91	126	1358	0	1	40	0.187	0.2738	0.5714	0.0088	0.6316	1.0	1.0	2.2624	1.0792	1.3222	0.4286	-0.161	0.417	7
1613	41	216	1615921	1615991	6276	279	154	647595	43	119	1356	0	1	40	0.0605	0.4877	0.4	0.1291	0.6272	0.4545	0.0	3.7977	2.243	1.8451	-0.6	-0.1939	1.0	3
1614	116	126	1536604	1536631	155	24	27	16678	96	120	1356	1	0	70	0.1711	0.4259	0.3704	0.0074	0.4167	1.0	1.0	2.1903	1.0	1.4314	0.6296	-0.1594	0.4465	2
1616	53	91	1578055	1578129	1470	84	82	132939	70	118	1356	1	0	70	0.0782	0.4772	0.5135	0.028	0.4524	0.9024	1.0	3.1673	1.5798	1.8692	0.4865	-0.2935	1.0	2
1618	1157	1164	1331507	1331522	62	13	15	7312	109	127	1322	0	1	40	0.239	0.4095	0.4667	0.0053	0.5385	1.0	1.0	1.7924	0.8451	1.1761	0.5333	-0.0786	0.2116	6
1619	1449	1461	2083961	2083975	108	17	14	10704	69	127	1690	1	0	70	0.271	0.3571	0.8571	0.0071	0.7059	1.0	1.0	2.0334	1.0792	1.1461	0.1429	-0.2257	0.2901	6
1620	39	220	1835934	1836000	6644	252	113	689961	40	126	1358	0	1	40	0.0574	0.4438	0.3646	0.1333	0.7182	0.5841	0.0	3.8224	2.2577	1.8195	-0.6354	-0.1887	1.0	3
1621	1674	1682	570234	570244	35	14	10	2388	51	87	1686	1	0	150	0.0047	0.5625	0.8	0.0047	0.5714	1.0	1.0	1.5441	0.9031	1.0	0.2	-0.467	0.1852	7
